Time - Plot 0	Amplitude - Plot 0
0.4544	0.00176373
0.4545	0.00173126
0.4546	0.00163387
0.4547	0.0016988
0.4548	0.00173126
0.4549	0.00163387
0.455	0.0016988
0.4551	0.00166633
0.4552	0.00166633
0.4553	0.0016988
0.4554	0.00163387
0.4555	0.0016988
0.4556	0.00166633
0.4557	0.0016988
0.4558	0.0016014
0.4559	0.0016014
0.456	0.0016014
0.4561	0.0016014
0.4562	0.00163387
0.4563	0.0016014
0.4564	0.00156894
0.4565	0.00150401
0.4566	0.0016014
0.4567	0.00156894
0.4568	0.00163387
0.4569	0.00150401
0.457	0.00163387
0.4571	0.0016014
0.4572	0.00153647
0.4573	0.00156894
0.4574	0.00156894
0.4575	0.00156894
0.4576	0.00156894
0.4577	0.00150401
0.4578	0.00150401
0.4579	0.00147154
0.458	0.00147154
0.4581	0.00156894
0.4582	0.0016014
0.4583	0.00153647
0.4584	0.00153647
0.4585	0.00147154
0.4586	0.00143908
0.4587	0.00147154
0.4588	0.00153647
0.4589	0.00156894
0.459	0.00147154
0.4591	0.00143908
0.4592	0.00150401
0.4593	0.00147154
0.4594	0.00143908
0.4595	0.00140661
0.4596	0.00137415
0.4597	0.00137415
0.4598	0.00143908
0.4599	0.00143908
0.46	0.00130922
0.4601	0.00143908
0.4602	0.00140661
0.4603	0.00140661
0.4604	0.00137415
0.4605	0.00134168
0.4606	0.00137415
0.4607	0.00130922
0.4608	0.00140661
0.4609	0.00137415
0.461	0.00140661
0.4611	0.00117936
0.4612	0.00134168
0.4613	0.00137415
0.4614	0.00143908
0.4615	0.00137415
0.4616	0.00134168
0.4617	0.00147154
0.4618	0.00140661
0.4619	0.00127675
0.462	0.00137415
0.4621	0.00127675
0.4622	0.00137415
0.4623	0.00127675
0.4624	0.00134168
0.4625	0.00124429
0.4626	0.00124429
0.4627	0.00130922
0.4628	0.00130922
0.4629	0.00124429
0.463	0.00124429
0.4631	0.00114689
0.4632	0.00117936
0.4633	0.00124429
0.4634	0.00130922
0.4635	0.00124429
0.4636	0.00117936
0.4637	0.00114689
0.4638	0.00117936
0.4639	0.00117936
0.464	0.00124429
0.4641	0.00111443
0.4642	0.00117936
0.4643	0.00117936
0.4644	0.00114689
0.4645	0.00114689
0.4646	0.00114689
0.4647	0.00114689
0.4648	0.00114689
0.4649	0.00114689
0.465	0.00111443
0.4651	0.00111443
0.4652	0.00111443
0.4653	0.00114689
0.4654	0.00111443
0.4655	0.00111443
0.4656	0.0010495
0.4657	0.00108196
0.4658	0.00114689
0.4659	0.00101703
0.466	0.00108196
0.4661	0.000952104
0.4662	0.0010495
0.4663	0.00101703
0.4664	0.00101703
0.4665	0.000984569
0.4666	0.000984569
0.4667	0.00101703
0.4668	0.0010495
0.4669	0.000984569
0.467	0.000984569
0.4671	0.000984569
0.4672	0.00101703
0.4673	0.000952104
0.4674	0.00108196
0.4675	0.000952104
0.4676	0.000952104
0.4677	0.00091964
0.4678	0.00091964
0.4679	0.000984569
0.468	0.000984569
0.4681	0.00091964
0.4682	0.000952104
0.4683	0.000887175
0.4684	0.00085471
0.4685	0.000984569
0.4686	0.00085471
0.4687	0.00091964
0.4688	0.000887175
0.4689	0.00085471
0.469	0.00091964
0.4691	0.000822245
0.4692	0.000822245
0.4693	0.00091964
0.4694	0.00085471
0.4695	0.00085471
0.4696	0.00085471
0.4697	0.000822245
0.4698	0.00078978
0.4699	0.000757315
0.47	0.00078978
0.4701	0.00072485
0.4702	0.000692385
0.4703	0.000757315
0.4704	0.00072485
0.4705	0.00085471
0.4706	0.000822245
0.4707	0.000822245
0.4708	0.000659921
0.4709	0.00078978
0.471	0.000822245
0.4711	0.00072485
0.4712	0.000627456
0.4713	0.00072485
0.4714	0.00085471
0.4715	0.00078978
0.4716	0.000822245
0.4717	0.00072485
0.4718	0.000627456
0.4719	0.00072485
0.472	0.00072485
0.4721	0.000692385
0.4722	0.000594991
0.4723	0.000659921
0.4724	0.00072485
0.4725	0.000659921
0.4726	0.000562526
0.4727	0.000692385
0.4728	0.000594991
0.4729	0.000692385
0.473	0.000627456
0.4731	0.00072485
0.4732	0.000594991
0.4733	0.000562526
0.4734	0.000530061
0.4735	0.000562526
0.4736	0.000659921
0.4737	0.000562526
0.4738	0.000497596
0.4739	0.000594991
0.474	0.000562526
0.4741	0.000497596
0.4742	0.000659921
0.4743	0.000562526
0.4744	0.000594991
0.4745	0.000627456
0.4746	0.000530061
0.4747	0.000530061
0.4748	0.000562526
0.4749	0.000562526
0.475	0.000465131
0.4751	0.000465131
0.4752	0.000497596
0.4753	0.000465131
0.4754	0.000497596
0.4755	0.000497596
0.4756	0.000530061
0.4757	0.000465131
0.4758	0.000497596
0.4759	0.000432667
0.476	0.000465131
0.4761	0.000400202
0.4762	0.000465131
0.4763	0.000432667
0.4764	0.000367737
0.4765	0.000497596
0.4766	0.000432667
0.4767	0.000367737
0.4768	0.000367737
0.4769	0.000465131
0.477	0.000335272
0.4771	0.000367737
0.4772	0.000465131
0.4773	0.000400202
0.4774	0.000335272
0.4775	0.000335272
0.4776	0.000367737
0.4777	0.000367737
0.4778	0.000335272
0.4779	0.000302807
0.478	0.000400202
0.4781	0.000270342
0.4782	0.000205413
0.4783	0.000335272
0.4784	0.000367737
0.4785	0.000237877
0.4786	0.000302807
0.4787	0.000335272
0.4788	0.000205413
0.4789	0.000335272
0.479	0.000367737
0.4791	0.000335272
0.4792	0.000270342
0.4793	0.000237877
0.4794	0.000302807
